experiment_accession	is_control	matched_control	target_label	assay_title	description	lab	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	organism	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	run_type	platform	bio_replicate_count	tech_replicate_count	replication_type	date_released	status_exp	n_fastq_files	total_bytes
ENCSR841AJO	False	ENCSR559IPI	H3K27ac	Histone ChIP-seq	Homo sapiens prostate gland tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0002367	prostate gland	tissue	prostate gland		mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2019-09-11	released	8	5400922929.0
ENCSR841CWN	True			Control ChIP-seq	Homo sapiens BLaER1 72 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	8709974640.0
ENCSR842NGQ	False	ENCSR803UDX	H3K27ac	Histone ChIP-seq	Homo sapiens neuroepithelial stem cell stably expressing HES5 originated from H9	Bradley Bernstein, Broad	CL:0002259	neuroepithelial stem cell	in vitro differentiated cells	embryo,epithelium	stem cell			Homo sapiens	ENCDO222AAA	female	embryonic	5	day		single-ended	Illumina HiSeq 2500	3	3	isogenic	2016-05-20	released	2	3831514238.0
ENCSR842TXG	False	ENCSR937OPV	H3K27ac	Histone ChIP-seq	Homo sapiens heart right ventricle tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO039RUH	male	adult	54	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-07-21	released	8	2971454785.0
ENCSR843OBM	True			Control ChIP-seq	Homo sapiens mesenchymal stem cell originated from H1	Bing Ren, UCSD	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	connective tissue	stem cell,connective tissue cell	mesoderm		Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1096220328.0
ENCSR844YME	True			Control ChIP-seq	Homo sapiens sigmoid colon tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0001159	sigmoid colon	tissue	intestine,colon,large intestine		endoderm	digestive system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2016-11-03	released	4	6222094172.0
ENCSR845BPQ	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO448ZXP	female	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	3787516637.0
ENCSR845IKY	True			Control ChIP-seq	Homo sapiens BLaER1 36 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	8172145021.0
ENCSR846OTK	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (89 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO853VGZ	female	adult	89	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-12-08	released	8	2828632729.0
ENCSR846VGG	True			Control ChIP-seq	Homo sapiens lower lobe of left lung tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0008953	lower lobe of left lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	3	unreplicated	2020-07-06	released	12	7114437686.0
ENCSR847AIA	False	ENCSR960VLF	H3K27ac	Histone ChIP-seq	Homo sapiens adrenal gland tissue male embryo (97 days)	John Stamatoyannopoulos, UW	UBERON:0002369	adrenal gland	tissue	adrenal gland,endocrine gland		mesoderm,ectoderm	endocrine system	Homo sapiens	ENCDO826VAK	male	embryonic	97	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	915854471.0
ENCSR849NEM	True			Control ChIP-seq	Homo sapiens HUES48	Bradley Bernstein, Broad	EFO:0007083	HUES48	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO741IWK	female	embryonic				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	2013652840.0
ENCSR854GEV	True			Control ChIP-seq	Homo sapiens stomach tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0000945	stomach	tissue	stomach		endoderm	digestive system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	4002266617.0
ENCSR854OXF	False	ENCSR526EXI	H3K27ac	Histone ChIP-seq	Homo sapiens heart left ventricle tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	1967911467.0
ENCSR855NCG	False	ENCSR799VTP	H3K27ac	Histone ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO832DBZ	female	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	2325419076.0
ENCSR857GMX	False	ENCSR361GKY	H3K27ac	Histone ChIP-seq	Homo sapiens OCI-LY3	Bradley Bernstein, Broad	EFO:0006710	OCI-LY3	cell line	immune organ,bone element,bone marrow,lymph node	cancer cell	mesoderm	immune system,skeletal system	Homo sapiens	ENCDO355AAA	male	adult	52	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2014-07-11	released	6	4563992977.0
ENCSR857YQI	True			Control ChIP-seq	Homo sapiens kidney tissue male adult (67 years)	Bradley Bernstein, Broad	UBERON:0002113	kidney	tissue	kidney		mesoderm	excretory system	Homo sapiens	ENCDO620KOS	male	adult	67	year	European	single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1107383479.0
ENCSR858ROP	True			Control ChIP-seq	Homo sapiens esophagus tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0001043	esophagus	tissue	esophagus		endoderm	digestive system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	1	3	unreplicated	2013-07-31	released	3	2888841014.0
ENCSR859LXC	True			Control ChIP-seq	Homo sapiens uterus tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0000995	uterus	tissue	uterus			reproductive system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	2	3	isogenic	2018-12-11	released	6	7662398222.0
ENCSR860QVB	True			Control ChIP-seq	Homo sapiens HUES6	Bradley Bernstein, Broad	EFO:0007086	HUES6	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO734LQV	female	embryonic				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1697782336.0
ENCSR860TEJ	False	ENCSR836KPL	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO006DAA	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-24	released	8	1791185795.0
ENCSR863BVD	False	ENCSR403VPZ	H3K27ac	Histone ChIP-seq	Homo sapiens heart left ventricle tissue female adult (46 years)	Bradley Bernstein, Broad	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO411EVD	female	adult	46	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-15	released	8	2075488668.0
ENCSR864KVZ	False	ENCSR324VMZ	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 20 minutes	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 4000	3	3	isogenic	2017-10-19	released	3	7857972808.0
ENCSR864OOO	False	ENCSR309LQG	H3K27ac	Histone ChIP-seq	Homo sapiens right lobe of liver tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2749381470.0
ENCSR867SJE	True			Control ChIP-seq	Homo sapiens cardiac muscle cell originated from RUES2	Bradley Bernstein, Broad	CL:0000746	cardiac muscle cell	in vitro differentiated cells	musculature of body,heart	cardiocyte	mesoderm	musculature,circulatory system	Homo sapiens	ENCDO924HBJ	unknown	embryonic				single-ended	Illumina HiSeq 2500	2	2	isogenic	2016-11-03	released	4	6389279157.0
ENCSR868ZOR	False	ENCSR490NCK	H3K27ac	Histone ChIP-seq	Homo sapiens pancreas tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0001264	pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-10	released	8	2682558127.0
ENCSR869KBA	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (89 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO830KFO	female	adult	89	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	3446295611.0
ENCSR869TDT	False	ENCSR966IGL	H3K27ac	Histone ChIP-seq	Homo sapiens with squamous cell carcinoma; skin epidermis tissue female adult (80 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO856JFL	female	adult	80	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-10	released	2	2621553189.0
ENCSR871SEB	True			Control ChIP-seq	Homo sapiens BLaER1 12 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	9537922943.0
ENCSR872BBM	True			Control ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 4 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	1902323956.0
ENCSR872YGQ	False	ENCSR846OTK	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (89 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO853VGZ	female	adult	89	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-01-06	released	8	2182203820.0
ENCSR874WOQ	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO250PFZ	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	2534613764.0
ENCSR875OQJ	False	ENCSR089ZLR	H3K27ac	Histone ChIP-seq	Homo sapiens lower lobe of left lung tissue male adult (60 years)	Bradley Bernstein, Broad	UBERON:0008953	lower lobe of left lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO520EJG	male	adult	60	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-10	released	8	2772135344.0
ENCSR875QDS	False	ENCSR212SJH	H3K27ac	Histone ChIP-seq	Homo sapiens iPS DF 6.9	Bing Ren, UCSD	EFO:0007098	iPS DF 6.9	cell line	skin of prepuce of penis,penis,skin of body	induced pluripotent stem cell,stem cell	mesoderm,ectoderm	integumental system,reproductive system	Homo sapiens	ENCDO592CQV	male	newborn				single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1719219189.0
ENCSR876RGF	False	ENCSR214MNL,ENCSR529SWW	H3K27ac	Histone ChIP-seq	Homo sapiens H9	Bing Ren, UCSD	EFO:0003045	H9	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO222AAA	female	embryonic	5	day		single-ended	Illumina HiSeq 2000	2	2	isogenic	2013-07-31	released	3	2091964545.0
ENCSR880SUY	False	ENCSR985CHJ,ENCSR569NEE	H3K27ac	Histone ChIP-seq	Homo sapiens H1	Bing Ren, UCSD	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina HiSeq 2000	2	2	isogenic	2013-07-31	released	3	2046565888.0
ENCSR884SIF	False	ENCSR120ITZ	H3K27ac	Histone ChIP-seq	Homo sapiens heart left ventricle tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0002084	heart left ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	8	2936671686.0
ENCSR886ATT	True			Control ChIP-seq	Homo sapiens right lobe of liver tissue female adult (47 years)	Bradley Bernstein, Broad	UBERON:0001114	right lobe of liver	tissue	endocrine gland,liver,exocrine gland		endoderm	exocrine system,digestive system,endocrine system	Homo sapiens	ENCDO912EIY	female	adult	47	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	8	5120061363.0
ENCSR887SZF	True			Control ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 6 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	1560871016.0
ENCSR888RBQ	True			Control ChIP-seq	Homo sapiens body of pancreas tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0001150	body of pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-05-26	released	1	2837688674.0
ENCSR889RIF	True			Control ChIP-seq	Homo sapiens spleen tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0002106	spleen	tissue	spleen,immune organ		mesoderm	immune system,digestive system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2019-07-19	released	12	10829727365.0
ENCSR889TEU	False	ENCSR376YUP	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease, Cognitive impairment; dorsolateral prefrontal cortex tissue female adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO940VNT	female	adult	87	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-05-06	released	8	10098737657.0
ENCSR889ZOH	True			Control ChIP-seq	Homo sapiens placenta tissue female embryo	Bradley Bernstein, Broad	UBERON:0001987	placenta	tissue	placenta,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO353NXC	female	embryonic				single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	8	3565792193.0
ENCSR890MJO	True			Control ChIP-seq	Homo sapiens trophoblast cell originated from H1	Bing Ren, UCSD	CL:0000351	trophoblast cell	in vitro differentiated cells	embryo,extraembryonic component				Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1128352945.0
ENCSR891BTJ	False	ENCSR807FIZ	H3K27ac	Histone ChIP-seq	Homo sapiens tibial artery tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0007610	tibial artery	tissue	limb,blood vessel,arterial blood vessel,vasculature		mesoderm	circulatory system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-09-11	released	4	2062972322.0
ENCSR891KSP	False	ENCSR707TMM	H3K27ac	Histone ChIP-seq	Homo sapiens common myeloid progenitor, CD34-positive female adult (27 years)	Bradley Bernstein, Broad	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	bone marrow,bone element	hematopoietic cell,myeloid cell,progenitor cell	mesoderm	immune system	Homo sapiens	ENCDO707VTH	female	adult	27	year	Hispanic	single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	2570799274.0
ENCSR891XGQ	False	ENCSR562HZE	H3K27ac	Histone ChIP-seq	Homo sapiens angular gyrus tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0002686	angular gyrus	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1064589442.0
ENCSR891YGO	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue male adult (61 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO808ASZ	male	adult	61	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	12	3353501590.0
ENCSR891ZHA	True			Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO033BMB	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-06-21	released	8	4296128582.0
ENCSR892HPQ	False	ENCSR563SVE	H3K27ac	Histone ChIP-seq	Homo sapiens effector memory CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000905	effector memory CD4-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	5	1573958840.0
ENCSR892XFG	False	ENCSR541DBO	H3K27ac	Histone ChIP-seq	Homo sapiens small intestine tissue male embryo (108 days)	John Stamatoyannopoulos, UW	UBERON:0002108	small intestine	tissue	intestine,small intestine		endoderm	digestive system	Homo sapiens	ENCDO119ASK	male	embryonic	108	day		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1566459178.0
ENCSR894MOX	False	ENCSR545WFH	H3K27ac	Histone ChIP-seq	Homo sapiens esophagus muscularis mucosa tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0004648	esophagus muscularis mucosa	tissue	musculature of body,esophagus		mesoderm	musculature,digestive system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2019-09-11	released	8	3701835935.0
ENCSR895CJW	True			Control ChIP-seq	Homo sapiens iPS-20b	Bradley Bernstein, Broad	EFO:0007108	iPS-20b	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system	Homo sapiens	ENCDO175XVW	male	adult	55	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	1847047086.0
ENCSR895KPB	True			Control ChIP-seq	Homo sapiens neurosphere embryo (15 weeks) originated from ganglionic eminence	Joseph Costello, UCSF	NTR:0000427	neurosphere	primary cell		stem cell	ectoderm	central nervous system	Homo sapiens	ENCDO594MAO	unknown	embryonic	15	week		paired-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2284709309.0
